total_votes,weighted_average_vote,imdb_title_id,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
110,6.3,tt0014874,5.6,6.0,6.4,6.3,6.4,71.0,20.0
510,6.9,tt0014898,6.8,7.0,6.8,6.9,6.4,143.0,281.0
695,6.5,tt0014900,6.5,6.3,6.6,6.3,7.7,163.0,406.0
119,6.3,tt0014925,6.1,6.5,6.4,6.3,7.1,33.0,62.0
2913,7.7,tt0014945,7.7,7.7,7.7,7.7,8.0,1155.0,1129.0
2771,7.8,tt0014972,7.9,7.8,7.8,7.8,8.0,1046.0,1106.0
245,6.8,tt0014982,6.6,6.7,6.9,6.8,7.1,156.0,52.0
1161,7.2,tt0015002,7.5,7.2,7.1,7.1,7.6,420.0,474.0
634,7.2,tt0015014,7.3,7.2,7.0,7.1,7.6,142.0,368.0
1797,7.2,tt0015016,7.0,7.2,7.3,7.2,7.0,547.0,838.0
268,7.0,tt0015018,6.4,7.2,6.7,6.9,7.0,113.0,106.0
661,5.7,tt0015022,5.9,6.5,4.8,5.4,5.7,480.0,70.0
136,6.7,tt0015036,6.7,7.1,6.4,6.5,7.2,57.0,58.0
11361,8.1,tt0015064,8.0,8.1,8.1,8.1,8.0,2954.0,5651.0
932,6.5,tt0015116,6.9,6.6,6.2,6.5,6.4,640.0,188.0
1002,7.2,tt0015119,7.3,7.1,7.2,7.1,7.5,308.0,461.0
1446,7.1,tt0015136,7.2,7.2,6.8,7.1,7.5,365.0,772.0
439,5.8,tt0015145,5.9,6.5,5.3,5.6,6.3,322.0,80.0
8373,7.7,tt0015163,7.9,7.6,7.8,7.7,7.9,2789.0,3609.0
827,6.6,tt0015167,6.6,6.6,6.5,6.6,7.0,126.0,490.0
3656,8.0,tt0015174,7.9,8.0,7.9,8.0,7.6,835.0,1967.0
4801,8.1,tt0015175,8.1,8.1,8.0,8.1,7.9,1161.0,2516.0
2008,7.0,tt0015202,7.1,7.0,6.9,6.9,7.3,527.0,1020.0
125,6.9,tt0015213,6.0,7.3,6.7,6.8,7.7,29.0,68.0
797,7.1,tt0015224,7.2,6.9,7.2,7.0,7.2,292.0,308.0
397,7.1,tt0015268,6.7,7.1,7.1,7.1,7.3,234.0,85.0
146,6.4,tt0015289,6.7,6.5,6.1,6.2,6.9,41.0,55.0
424,7.1,tt0015310,6.6,7.2,7.1,7.1,7.0,220.0,115.0
212,5.5,tt0015312,6.5,6.6,4.3,5.5,5.2,166.0,35.0
35132,8.2,tt0015324,8.3,8.1,8.2,8.2,8.2,7916.0,16073.0
6434,7.6,tt0015361,7.5,7.6,7.6,7.6,7.3,1505.0,3373.0
5141,7.8,tt0015400,7.8,7.7,7.8,7.8,7.7,1749.0,2215.0
189,6.3,tt0015493,6.8,6.3,6.2,6.2,6.8,70.0,87.0
417,6.8,tt0015498,6.4,6.7,7.0,6.8,6.6,222.0,125.0
301,6.0,tt0015500,6.4,6.6,5.1,5.7,6.3,199.0,51.0
123,6.1,tt0015518,6.0,8.2,3.7,4.2,6.2,23.0,15.0
4872,7.8,tt0015532,7.8,7.8,7.6,7.7,8.1,1469.0,2312.0
5839,7.9,tt0015624,7.7,7.8,8.0,7.9,7.9,2463.0,2230.0
618,6.2,tt0015634,6.4,6.1,6.3,6.1,6.8,275.0,185.0
174,7.0,tt0015643,6.9,6.8,6.4,6.5,7.3,44.0,56.0
49221,8.0,tt0015648,7.9,7.9,8.1,8.0,7.8,10131.0,25299.0
479,6.3,tt0015684,6.7,6.5,6.1,6.4,6.0,293.0,127.0
227,6.6,tt0015687,6.6,6.2,6.8,6.6,6.7,126.0,62.0
660,6.4,tt0015693,6.5,6.3,6.3,6.3,6.9,398.0,181.0
384,7.0,tt0015758,6.6,7.1,7.0,7.0,6.7,146.0,139.0
1562,7.1,tt0015768,7.2,7.0,7.2,7.1,7.4,407.0,810.0
1584,6.6,tt0015772,6.4,6.6,6.6,6.6,6.8,650.0,618.0
123,6.3,tt0015794,4.6,6.4,6.4,6.4,5.5,30.0,68.0
293,7.1,tt0015801,7.5,7.1,7.2,7.1,7.4,103.0,146.0
4669,7.5,tt0015841,7.6,7.5,7.6,7.5,7.7,1974.0,1680.0
1299,7.2,tt0015842,7.0,7.2,7.2,7.1,7.5,318.0,693.0
387,6.6,tt0015861,6.7,6.5,6.8,6.6,6.4,48.0,247.0
3490,7.2,tt0015863,7.3,7.1,7.2,7.2,7.6,1033.0,1564.0
91960,8.2,tt0015864,8.2,8.1,8.2,8.2,8.1,16101.0,43397.0
138,7.0,tt0015872,6.3,6.9,6.8,6.8,7.4,60.0,52.0
8439,8.1,tt0015881,8.1,8.0,8.2,8.1,7.8,2778.0,3555.0
206,6.9,tt0015883,6.5,6.3,7.2,6.8,7.3,104.0,70.0
143,6.5,tt0015909,7.4,7.1,6.1,6.6,6.9,65.0,58.0
101,6.7,tt0015935,7.1,6.7,6.2,6.6,7.1,9.0,67.0
921,7.3,tt0016004,7.2,7.3,7.4,7.2,7.6,251.0,470.0
519,6.6,tt0016005,7.0,6.7,6.4,6.7,6.3,303.0,124.0
120,5.2,tt0016006,6.8,6.6,4.2,4.8,6.1,88.0,25.0
457,7.2,tt0016013,7.3,7.2,7.3,7.2,8.0,209.0,181.0
442,6.0,tt0016023,5.2,6.8,4.7,5.4,5.1,296.0,47.0
854,6.7,tt0016028,6.8,6.9,6.5,6.6,7.1,548.0,156.0
1259,7.1,tt0016029,7.1,6.9,7.0,6.8,7.5,602.0,299.0
4307,7.0,tt0016039,7.1,6.9,7.0,7.0,6.9,1329.0,1870.0
2049,7.3,tt0016104,7.5,7.3,7.2,7.3,7.2,1172.0,586.0
874,6.2,tt0016123,6.2,6.3,6.2,6.2,6.5,456.0,207.0
271,7.1,tt0016185,7.5,7.1,6.8,7.1,6.8,40.0,176.0
197,6.2,tt0016201,6.2,5.9,6.2,6.1,5.9,91.0,49.0
117,6.7,tt0016205,6.0,7.2,6.6,6.8,6.0,49.0,43.0
15498,7.6,tt0016220,7.7,7.5,7.7,7.6,7.7,5703.0,5468.0
262,6.1,tt0016226,6.3,5.8,6.3,6.0,6.6,108.0,83.0
1952,6.0,tt0016230,5.9,6.0,6.1,5.9,6.4,335.0,1141.0
179,7.1,tt0016232,7.4,7.4,6.7,7.1,6.6,46.0,100.0
120,6.8,tt0016240,6.8,6.7,7.0,6.8,7.4,22.0,66.0
131,3.8,tt0016241,6.0,3.6,3.5,4.4,1.4,77.0,26.0
311,7.1,tt0016258,6.7,6.9,7.1,6.9,7.7,196.0,36.0
238,6.5,tt0016276,6.5,6.7,6.5,6.5,6.5,132.0,53.0
154,6.4,tt0016288,5.4,6.1,6.7,6.4,6.2,63.0,48.0
115,6.7,tt0016294,6.0,6.8,6.9,6.7,7.2,41.0,54.0
461,6.6,tt0016308,6.2,6.6,6.8,6.6,7.0,189.0,163.0
121,3.6,tt0016309,6.5,3.5,2.9,3.7,2.6,70.0,25.0
294,6.8,tt0016310,7.0,6.8,6.5,6.8,6.3,76.0,166.0
8412,7.9,tt0016332,8.0,7.9,8.0,7.9,8.0,2583.0,3798.0
110,6.1,tt0016338,6.0,6.0,6.3,6.1,7.1,40.0,52.0
107,4.1,tt0016377,2.0,5.7,3.9,4.1,1.8,90.0,15.0
181,6.5,tt0016392,6.2,6.4,6.7,6.5,6.4,18.0,124.0
806,6.5,tt0016394,6.4,6.8,6.4,6.6,6.2,544.0,158.0
223,7.2,tt0016395,7.2,6.9,7.0,6.8,7.7,71.0,95.0
510,6.5,tt0016461,5.9,6.4,6.7,6.5,6.2,215.0,190.0
1550,7.2,tt0016473,6.9,7.2,7.3,7.2,7.5,729.0,495.0
279,6.8,tt0016480,6.1,6.4,7.0,6.7,6.6,147.0,62.0
866,7.4,tt0016481,7.4,7.3,7.6,7.4,7.7,198.0,491.0
671,7.7,tt0016491,8.0,7.5,7.7,7.6,8.2,228.0,269.0
143,6.7,tt0016493,5.4,7.0,6.5,6.7,7.0,34.0,86.0
1365,5.1,tt0016544,4.0,5.2,5.3,5.1,5.2,674.0,348.0
226,5.8,tt0016545,5.8,6.0,5.6,5.8,5.8,85.0,83.0
111,6.9,tt0016548,6.6,6.8,7.2,6.8,6.7,37.0,49.0
102,6.9,tt0016559,6.4,6.7,7.3,6.9,6.5,7.0,79.0
605,5.4,tt0016560,5.7,5.9,4.8,5.1,5.2,435.0,60.0
122,6.6,tt0016563,6.2,6.6,6.6,6.6,6.1,17.0,83.0
970,7.0,tt0016627,7.1,7.0,6.9,7.0,6.8,611.0,228.0
646,6.6,tt0016629,6.5,6.6,6.5,6.6,6.3,244.0,225.0
2486,7.1,tt0016630,7.0,7.1,7.1,7.1,7.3,732.0,1103.0
315,7.0,tt0016634,6.3,6.6,7.1,6.9,6.7,121.0,119.0
324,6.5,tt0016640,6.9,6.5,6.4,6.5,6.7,138.0,110.0
6883,7.8,tt0016641,7.6,7.7,7.8,7.8,7.4,2886.0,2560.0
214,6.4,tt0016643,6.2,5.8,6.4,6.3,6.2,134.0,26.0
446,5.9,tt0016646,6.8,6.6,4.7,5.6,5.1,306.0,43.0
1583,7.1,tt0016654,7.1,7.0,7.1,7.0,7.2,580.0,633.0
598,6.8,tt0016655,6.5,6.7,6.9,6.7,7.0,263.0,223.0
133,5.5,tt0016664,5.9,5.3,5.6,5.5,7.1,42.0,54.0
1402,7.3,tt0016669,7.7,7.3,7.1,7.2,7.5,806.0,353.0
421,5.1,tt0016672,5.3,5.2,5.0,5.2,4.6,220.0,107.0
1378,6.2,tt0016690,6.1,6.4,6.1,6.3,5.7,891.0,330.0
116,6.7,tt0016691,6.1,6.8,6.8,6.7,6.4,9.0,86.0
132,6.6,tt0016762,5.9,6.4,6.8,6.6,7.0,49.0,45.0
690,7.0,tt0016804,7.2,6.9,7.0,6.9,7.2,337.0,175.0
860,6.7,tt0016822,7.3,6.6,6.5,6.6,6.8,563.0,200.0
117,4.5,tt0016827,9.0,6.7,3.3,4.6,1.2,93.0,21.0
387,6.9,tt0016832,7.0,6.6,7.1,7.0,6.6,213.0,78.0
13010,8.1,tt0016847,8.2,8.1,8.1,8.1,8.1,3479.0,6467.0
194,6.4,tt0016854,6.4,6.4,6.7,6.4,7.3,48.0,109.0
731,5.8,tt0016871,6.5,6.0,5.5,5.8,6.1,548.0,109.0
3753,7.7,tt0016884,7.7,7.6,7.7,7.6,8.0,1642.0,1352.0
1328,7.5,tt0016895,7.8,7.4,7.3,7.4,7.7,500.0,553.0
595,6.9,tt0016914,6.7,6.8,7.0,6.8,7.3,145.0,338.0
246,6.4,tt0016939,5.7,6.3,6.6,6.4,5.7,102.0,85.0
199,6.5,tt0016947,6.9,6.6,6.3,6.5,6.3,74.0,90.0
632,6.7,tt0016953,6.7,6.6,6.8,6.6,7.2,158.0,340.0
118,6.1,tt0016971,7.0,5.9,6.0,5.9,6.9,44.0,47.0
226,6.6,tt0017004,6.0,6.6,6.5,6.5,6.5,94.0,84.0
118,6.9,tt0017028,6.3,6.8,6.9,6.8,6.7,51.0,43.0
392,6.6,tt0017029,6.5,6.8,6.6,6.6,6.7,287.0,71.0
2467,7.4,tt0017048,7.6,7.5,7.0,7.4,7.4,633.0,1243.0
9272,7.3,tt0017075,7.4,7.3,7.2,7.3,7.5,2306.0,4551.0
194,6.4,tt0017082,5.5,5.9,6.8,6.4,6.6,87.0,71.0
383,6.8,tt0017096,6.5,6.9,6.8,6.8,6.9,125.0,174.0
505,6.8,tt0017103,6.1,6.6,6.9,6.8,6.5,228.0,175.0
295,6.8,tt0017119,6.9,6.8,7.0,7.0,6.4,127.0,99.0
302,6.8,tt0017120,6.8,6.5,7.0,6.8,6.6,156.0,72.0
2267,7.5,tt0017128,7.4,7.6,7.5,7.5,7.5,389.0,1356.0
148396,8.3,tt0017136,8.3,8.2,8.3,8.3,8.3,30678.0,66535.0
247,6.9,tt0017159,6.7,7.0,6.9,6.9,6.7,100.0,103.0
106,7.1,tt0017195,7.4,7.1,6.9,7.2,6.7,12.0,73.0
647,6.8,tt0017196,6.7,6.7,6.8,6.7,7.3,146.0,367.0
223,5.3,tt0017198,3.0,5.8,5.0,5.3,3.1,173.0,36.0
153,6.6,tt0017226,5.5,6.8,6.6,6.6,6.3,75.0,48.0
852,7.7,tt0017271,7.8,7.8,7.3,7.7,8.0,143.0,515.0
119,7.1,tt0017293,7.2,7.5,6.0,7.0,6.7,7.0,91.0
142,6.6,tt0017329,5.8,6.5,6.8,6.7,5.9,52.0,67.0
100,5.9,tt0017338,5.8,5.7,6.3,5.9,7.1,7.0,70.0
1434,7.7,tt0017350,7.9,7.6,7.6,7.6,7.9,540.0,556.0
126,6.5,tt0017354,6.3,6.5,6.4,6.3,7.4,44.0,53.0
116,5.9,tt0017374,6.2,5.9,5.8,5.8,7.3,38.0,49.0
258,6.8,tt0017378,6.0,6.7,7.1,6.7,6.7,31.0,181.0
241,6.8,tt0017382,7.0,6.4,7.0,6.8,6.9,106.0,71.0
293,7.1,tt0017409,7.0,7.2,7.2,7.1,7.6,94.0,142.0
154,6.2,tt0017410,7.2,6.3,6.1,6.2,6.3,64.0,56.0
1698,6.7,tt0017416,6.5,6.6,6.8,6.5,7.3,820.0,543.0
186,6.1,tt0017419,3.0,6.8,5.9,6.1,8.8,93.0,66.0
1110,7.3,tt0017423,7.1,7.3,7.4,7.3,7.3,465.0,375.0
727,6.7,tt0017437,6.6,6.5,6.9,6.6,6.8,220.0,342.0
530,6.9,tt0017438,6.5,7.0,6.8,6.8,7.7,124.0,287.0
1778,7.1,tt0017448,6.9,7.1,7.2,7.1,7.5,319.0,1050.0
1024,7.0,tt0017449,6.9,7.0,6.9,6.9,7.0,460.0,332.0
940,7.5,tt0017463,7.6,7.5,7.5,7.5,7.5,303.0,441.0
671,6.9,tt0017480,6.8,6.8,6.9,6.8,7.1,313.0,191.0
578,6.1,tt0017483,6.3,6.3,5.9,6.3,5.1,239.0,224.0
113,6.7,tt0017519,,6.4,6.7,6.6,6.1,31.0,62.0
1688,6.5,tt0017534,6.6,7.0,6.2,6.6,6.1,1116.0,346.0
335,6.8,tt0017540,5.9,6.8,6.9,6.8,6.0,174.0,109.0
599,7.1,tt0017567,6.9,6.8,7.2,7.0,7.3,316.0,183.0
334,7.4,tt0017619,7.6,8.8,5.2,7.4,7.7,151.0,109.0
266,6.1,tt0017621,5.6,6.0,6.3,6.1,6.0,54.0,163.0
348,5.8,tt0017632,5.9,6.5,5.1,5.6,5.3,247.0,57.0
178,7.1,tt0017653,6.8,7.2,7.1,6.9,7.9,23.0,139.0
173,6.9,tt0017662,5.7,6.8,7.1,6.8,7.4,59.0,75.0
683,6.9,tt0017667,7.0,7.0,6.6,6.8,6.7,360.0,191.0
223,6.8,tt0017735,6.1,6.7,6.9,6.7,7.3,152.0,23.0
167,6.7,tt0017736,6.2,6.8,6.5,6.6,6.2,28.0,105.0
2526,7.1,tt0017739,7.1,7.1,7.2,7.1,7.4,993.0,967.0
348,7.1,tt0017750,7.4,7.1,7.0,7.1,7.3,143.0,138.0
182,6.6,tt0017751,6.3,6.4,6.9,6.7,6.4,63.0,74.0
4035,7.1,tt0017765,7.1,7.1,7.1,7.0,7.4,1262.0,1729.0
556,7.3,tt0017809,7.1,7.1,7.2,7.1,7.6,117.0,327.0
1911,6.2,tt0017825,6.2,6.1,6.3,6.1,6.6,384.0,1101.0
193,4.8,tt0017832,4.3,4.9,4.9,4.7,5.5,121.0,57.0
2348,5.7,tt0017843,5.7,5.6,5.7,5.6,6.1,740.0,1086.0
699,5.6,tt0017860,4.9,5.8,4.9,5.3,5.3,481.0,78.0
187,6.4,tt0017886,6.3,5.9,6.6,6.4,6.3,128.0,23.0
263,7.0,tt0017918,7.0,7.3,6.7,6.9,7.1,112.0,90.0
73744,8.1,tt0017925,8.1,8.1,8.3,8.2,8.0,16799.0,31827.0
141,6.6,tt0017928,6.5,6.6,6.7,6.5,6.7,53.0,56.0
697,7.1,tt0017938,6.9,7.1,7.0,6.9,7.5,177.0,385.0
868,7.5,tt0017961,7.5,7.5,7.0,7.4,7.7,178.0,518.0
225,7.1,tt0017998,6.4,7.5,6.9,7.2,6.8,76.0,114.0
199,6.6,tt0018014,6.3,6.8,6.6,6.5,6.9,50.0,108.0
164,6.4,tt0018016,6.5,6.6,6.4,6.5,6.0,70.0,54.0
2774,7.3,tt0018033,7.1,7.2,7.4,7.2,7.7,1217.0,885.0
8372,6.5,tt0018037,6.6,6.4,6.6,6.5,6.6,3298.0,3128.0
248,6.8,tt0018045,6.7,7.0,6.7,6.9,6.8,72.0,128.0
3538,7.7,tt0018051,7.7,7.6,7.7,7.6,7.7,1291.0,1494.0
1771,7.3,tt0018054,7.2,7.2,7.3,7.3,7.2,765.0,531.0
1368,7.3,tt0018066,7.0,7.4,7.4,7.3,7.5,342.0,724.0
620,7.3,tt0018087,7.2,7.2,7.3,7.2,7.5,186.0,304.0
1128,6.8,tt0018097,7.1,6.7,6.6,6.7,6.9,538.0,349.0
409,6.4,tt0018102,6.0,6.3,6.6,6.4,6.7,140.0,180.0
860,7.0,tt0018107,7.0,6.9,6.9,6.8,7.3,409.0,254.0
746,6.2,tt0018113,6.5,6.6,5.9,6.2,6.2,543.0,121.0
344,5.9,tt0018138,5.5,6.5,5.3,5.7,6.2,266.0,49.0
374,6.7,tt0018166,6.6,6.6,6.7,6.7,6.5,213.0,95.0
521,6.4,tt0018179,5.9,6.2,6.6,6.4,6.4,316.0,92.0
749,7.4,tt0018183,8.1,7.5,7.3,7.4,7.8,345.0,211.0
6383,8.1,tt0018192,8.0,8.0,8.1,8.1,7.6,2150.0,2805.0
6452,7.4,tt0018217,7.3,7.5,7.5,7.4,7.3,1161.0,3613.0
282,6.4,tt0018218,5.2,5.8,6.7,6.4,6.0,171.0,42.0
110,6.8,tt0018235,6.5,6.7,7.0,6.8,6.5,36.0,54.0
105,6.3,tt0018247,5.8,6.0,6.7,6.3,6.8,31.0,53.0
437,5.8,tt0018253,5.6,6.4,5.4,5.8,5.6,315.0,75.0
723,6.5,tt0018297,7.1,6.5,5.9,6.2,6.4,460.0,122.0
1327,6.6,tt0018311,6.8,6.7,6.4,6.6,6.3,894.0,193.0
2912,6.2,tt0018328,6.2,6.2,6.3,6.2,6.5,777.0,1481.0
168,7.1,tt0018351,6.7,6.8,7.4,7.2,7.4,77.0,54.0
248,6.3,tt0018362,6.9,5.9,6.4,6.3,6.3,151.0,42.0
2857,7.7,tt0018379,7.7,7.6,7.8,7.7,7.8,875.0,1360.0
129,5.7,tt0018389,4.6,5.5,6.0,5.7,5.2,46.0,45.0
325,7.0,tt0018392,7.0,6.9,7.0,7.0,6.1,53.0,196.0
484,6.9,tt0018397,6.9,6.8,7.0,6.9,7.0,251.0,136.0
480,4.0,tt0018413,,4.9,3.2,3.8,2.8,397.0,35.0
824,6.0,tt0018440,6.2,6.6,5.5,6.2,4.8,622.0,95.0
1263,7.6,tt0018451,7.7,7.7,7.6,7.6,7.6,540.0,403.0
44314,8.1,tt0018455,8.1,8.1,8.3,8.1,8.1,9978.0,19101.0
122,5.4,tt0018464,3.4,5.4,5.8,5.5,4.0,43.0,56.0
1402,6.9,tt0018471,7.0,6.8,6.9,6.9,6.4,965.0,229.0
457,5.8,tt0018487,7.0,6.4,4.2,5.2,5.6,307.0,44.0
971,7.5,tt0018505,7.4,7.4,7.5,7.4,7.8,200.0,544.0
538,5.3,tt0018513,6.2,6.3,4.5,5.4,5.0,415.0,71.0
828,6.7,tt0018515,6.3,6.7,6.8,6.7,6.6,436.0,197.0
728,6.8,tt0018523,6.3,6.6,7.1,6.8,6.4,168.0,412.0
356,6.7,tt0018524,7.1,6.5,6.8,6.6,7.1,192.0,81.0
2301,7.6,tt0018526,7.6,7.6,7.5,7.6,7.5,775.0,1060.0
6657,7.8,tt0018528,7.8,7.8,7.8,7.8,7.9,2389.0,2777.0
235,6.2,tt0018530,5.9,6.6,6.2,6.2,6.9,106.0,98.0
274,6.8,tt0018566,7.0,6.3,6.9,6.7,7.0,159.0,45.0
10417,7.5,tt0018578,7.6,7.4,7.7,7.5,7.4,4149.0,3652.0
102,3.3,tt0018579,7.8,5.0,2.7,4.1,2.6,67.0,15.0
191,6.8,tt0018588,7.3,6.3,7.0,6.8,6.4,22.0,138.0
278,7.0,tt0018615,7.3,7.0,6.8,7.0,7.5,33.0,190.0
888,6.0,tt0018618,6.6,6.4,5.5,6.0,5.8,607.0,155.0
382,6.5,tt0018678,6.1,6.2,6.7,6.5,6.3,168.0,129.0
879,7.5,tt0018684,7.6,7.5,7.5,7.5,7.6,302.0,397.0
129,4.8,tt0018722,7.5,5.9,4.0,4.5,5.2,99.0,21.0
9097,7.9,tt0018737,7.8,7.8,8.1,7.9,8.0,2709.0,4164.0
9460,8.1,tt0018742,8.2,8.1,8.1,8.1,8.3,2908.0,4407.0
798,6.2,tt0018749,7.1,6.0,5.8,6.1,5.7,548.0,112.0
1805,5.6,tt0018756,5.5,5.5,5.9,5.5,6.2,446.0,968.0
3133,7.3,tt0018770,7.4,7.4,7.1,7.3,7.5,660.0,1775.0
23629,8.2,tt0018773,8.3,8.2,8.1,8.2,8.2,4586.0,12304.0
603,6.5,tt0018795,6.2,7.0,6.4,6.6,6.1,461.0,88.0
6951,8.1,tt0018806,8.0,8.1,8.1,8.1,8.1,2453.0,2911.0
141,6.8,tt0018826,6.6,7.3,6.5,6.7,7.3,27.0,88.0
330,6.8,tt0018836,7.0,6.9,6.3,6.5,7.4,122.0,142.0
3596,7.5,tt0018839,7.5,7.5,7.6,7.6,7.3,1042.0,1841.0
517,7.3,tt0018841,7.1,7.2,7.2,7.2,7.5,78.0,335.0
110,7.0,tt0018862,6.4,7.4,6.4,6.9,7.1,16.0,73.0
2284,5.9,tt0018876,5.8,5.9,6.1,5.9,6.5,674.0,1047.0
146,5.9,tt0018879,6.5,5.4,6.2,6.0,5.8,31.0,94.0
140,7.0,tt0018882,7.6,7.1,6.7,6.9,7.4,47.0,52.0
124,6.3,tt0018907,6.0,7.6,5.5,6.4,6.4,37.0,51.0
253,6.9,tt0018908,6.6,7.1,6.8,6.8,7.1,94.0,97.0
580,7.1,tt0018909,6.9,7.0,7.2,7.1,6.7,209.0,240.0
280,3.7,tt0018910,7.3,4.2,3.4,4.2,2.2,235.0,30.0
316,6.8,tt0018927,6.6,6.8,6.6,6.7,7.0,162.0,80.0
221,6.7,tt0018935,7.0,6.6,6.8,6.7,7.0,69.0,117.0
589,6.7,tt0018937,6.5,6.7,6.7,6.7,6.7,155.0,316.0
378,6.6,tt0018972,6.2,6.6,6.7,6.6,6.4,172.0,135.0
144,7.0,tt0018990,6.8,6.8,7.1,7.1,5.7,37.0,86.0
105,6.0,tt0018996,7.5,6.5,5.6,5.9,7.0,27.0,53.0
284,7.1,tt0019043,7.1,7.2,6.8,7.0,7.5,45.0,183.0
386,6.9,tt0019067,7.9,6.7,7.0,6.8,7.1,227.0,77.0
3033,8.0,tt0019071,8.0,8.0,8.0,8.0,7.9,1119.0,1305.0
1623,7.6,tt0019074,7.8,7.7,7.5,7.5,7.8,823.0,451.0
661,5.7,tt0019096,5.5,6.0,5.5,5.6,6.2,422.0,132.0
598,6.1,tt0019098,6.2,6.5,5.8,6.1,6.1,443.0,98.0
1889,7.8,tt0019109,8.0,7.8,7.6,7.8,7.9,696.0,880.0
167,6.8,tt0019127,6.7,7.1,6.4,6.6,7.6,23.0,107.0
5188,7.7,tt0019130,7.9,7.7,7.6,7.7,8.0,1605.0,2312.0
460,6.9,tt0019151,7.0,6.9,6.9,6.9,7.2,133.0,222.0
331,6.8,tt0019152,5.9,6.3,7.0,6.8,6.6,202.0,60.0
111,5.4,tt0019182,7.0,5.2,5.6,5.6,4.1,46.0,42.0
148,6.4,tt0019186,3.8,6.6,6.5,6.5,6.3,35.0,78.0
1120,7.3,tt0019195,7.4,7.3,7.2,7.2,7.4,412.0,450.0
1398,6.8,tt0019237,6.6,6.9,6.6,6.7,6.8,825.0,307.0
42209,8.2,tt0019254,8.2,8.1,8.3,8.2,8.1,9704.0,17214.0
2282,7.5,tt0019258,7.5,7.3,7.4,7.3,7.6,1243.0,618.0
1642,7.1,tt0019286,6.8,7.1,7.1,7.1,6.5,334.0,932.0
180,6.6,tt0019290,6.5,6.1,7.2,6.6,6.9,38.0,95.0
995,6.7,tt0019304,6.5,6.6,6.9,6.6,7.1,486.0,284.0
157,6.0,tt0019325,5.7,5.8,6.4,6.0,6.6,44.0,79.0
2423,7.2,tt0019344,7.1,7.2,7.3,7.2,7.3,1298.0,697.0
110,6.8,tt0019374,7.4,6.8,6.9,6.9,7.8,27.0,60.0
3344,7.6,tt0019379,7.8,7.5,7.6,7.5,7.9,1697.0,999.0
197,6.3,tt0019388,6.8,6.3,6.1,6.2,6.8,90.0,72.0
952,6.2,tt0019400,5.8,6.1,6.2,6.1,6.6,707.0,131.0
2973,7.7,tt0019412,7.8,7.6,7.6,7.6,8.0,1167.0,1102.0
2884,7.6,tt0019415,7.7,7.6,7.6,7.6,7.4,769.0,1495.0
11996,7.9,tt0019421,8.0,7.8,8.0,7.9,8.2,3674.0,5393.0
2003,7.4,tt0019429,7.5,7.3,7.4,7.4,7.6,576.0,970.0
197,6.1,tt0019434,6.0,6.9,5.7,6.0,7.0,115.0,51.0
311,6.8,tt0019451,6.0,6.7,7.1,6.8,6.8,134.0,88.0
223,6.0,tt0019462,5.2,6.6,5.9,6.0,7.1,133.0,61.0
201,6.5,tt0019480,6.2,6.9,6.3,6.5,7.6,33.0,130.0
323,6.9,tt0019489,6.7,6.8,6.9,7.0,5.7,161.0,102.0
387,7.3,tt0019509,7.3,7.3,7.2,7.2,7.5,68.0,262.0
335,6.6,tt0019532,5.5,6.4,6.8,6.6,5.9,166.0,99.0
117,6.5,tt0019553,6.1,6.5,7.0,6.7,5.2,37.0,46.0
363,6.1,tt0019557,6.2,5.9,6.1,6.1,5.9,247.0,54.0
1403,7.5,tt0019558,7.3,7.3,7.6,7.4,7.3,436.0,682.0
1462,7.2,tt0019563,6.9,7.2,7.3,7.2,7.1,667.0,474.0
139,6.2,tt0019571,6.5,6.1,6.1,6.1,6.2,62.0,49.0
717,6.9,tt0019574,6.9,6.8,7.0,6.9,6.8,300.0,237.0
5643,8.1,tt0019585,8.1,8.0,8.1,8.0,8.4,1970.0,2517.0
1310,7.3,tt0019591,7.5,7.3,7.1,7.1,7.5,629.0,410.0
112,6.9,tt0019609,6.9,7.7,6.5,6.9,7.4,19.0,78.0
759,7.1,tt0019611,7.4,7.1,6.7,7.1,7.1,124.0,460.0
175,7.0,tt0019629,6.9,7.1,7.0,6.9,7.7,7.0,144.0
600,5.9,tt0019630,5.4,5.8,6.1,5.9,5.6,322.0,137.0
1215,7.0,tt0019644,6.9,6.9,7.1,6.9,7.0,480.0,487.0
779,7.7,tt0019646,7.4,7.8,7.5,7.6,7.8,131.0,505.0
1585,7.2,tt0019649,7.2,7.3,7.1,7.2,7.0,339.0,903.0
1287,7.4,tt0019655,7.2,7.4,7.5,7.4,7.6,290.0,688.0
152,5.4,tt0019658,5.0,5.5,5.5,5.4,4.2,51.0,57.0
360,4.9,tt0019684,4.8,4.3,5.1,4.8,5.3,195.0,79.0
176,5.4,tt0019690,6.8,4.9,5.5,5.3,5.7,95.0,47.0
240,5.7,tt0019699,6.4,5.9,5.8,5.9,5.2,87.0,109.0
8901,7.0,tt0019702,6.9,7.0,7.0,6.9,7.0,2424.0,4292.0
328,6.2,tt0019725,5.3,6.1,6.3,6.1,6.5,211.0,90.0
113,6.4,tt0019726,,6.4,6.3,6.1,7.0,61.0,24.0
5943,5.7,tt0019729,5.5,5.6,6.1,5.7,6.0,2696.0,1807.0
