imdb_title_id,total_votes,weighted_average_vote,allgenders_18age_avg_vote,allgenders_30age_avg_vote,allgenders_45age_avg_vote,males_allages_avg_vote,females_allages_avg_vote,us_voters_votes,non_us_voters_votes
tt2014346,1412,5.8,5.8,5.8,5.9,5.8,5.6,564,480
tt2014389,127,4.8,4.8,4.8,1,4.7,5.6,9,68
tt2014392,1930,7.3,7.5,7.3,7,7.2,7.5,119,1226
tt2015315,1108,6.4,6.7,6.3,6.4,6.4,6.2,128,675
tt2015332,121,6.8,7.3,7,1.5,6.6,6.9,3,65
tt2015340,490,5.4,5.4,5.4,5.5,5.3,6.2,5,355
tt2015381,980782,8,8.1,8,8,8,8.1,119122,351395
tt2015462,566,3.5,3.8,3.3,3.4,3.5,3.3,39,396
tt2015474,848,4.9,4.5,4.9,5.1,4.8,5.1,33,548
tt2015478,928,2.1,2,2.1,2.5,1.8,3.1,162,502
tt2015503,413,3.4,3.6,3.4,3.4,3.3,3.9,80,222
tt2016168,288,5.6,5.7,5.1,5.7,5.3,5.9,145,57
tt2016242,372,5.5,5.5,5.6,5.4,5.5,5.7,16,247
tt2016296,252,3.3,3.4,3.2,5.7,3.4,4.4,3,132
tt2016335,1768,5.3,5.3,5.3,5.5,5.3,5.6,459,766
tt2016872,421,3.3,3.8,2.7,3.3,3.2,3.3,145,130
tt2016894,27008,5.5,5.4,5.3,5.8,5.3,6,1149,9039
tt2016940,33727,6.1,6.3,6,5.9,6.1,6.1,4046,18063
tt2016955,769,6.4,6.8,6.4,6.1,6.3,6.7,131,453
tt2016959,670,6.1,6.5,6,5.9,6.1,6.4,25,437
tt2017020,35128,5.3,5.4,5.3,5.3,5.2,5.8,3382,15745
tt2017038,72404,6.9,7,6.8,6.8,6.9,6.6,10983,38616
tt2017452,716,5.2,5,5.3,4.9,5.2,5.1,15,464
tt2017464,462,7.2,7.4,7.3,6.5,7.2,6.4,177,201
tt2017486,3628,6.9,7.4,7,6.6,6.8,7.4,387,2054
tt2017561,10958,6.8,6.8,6.7,6.8,6.8,6.9,2030,5097
tt2017711,164,5,5.5,4.5,5.3,4.9,5.2,44,60
tt2018069,4550,5.3,5.1,5.2,5.4,5.2,5.3,532,2172
tt2018079,1383,6.7,6.9,6.6,6.7,6.5,7.1,39,856
tt2018083,579,6.1,6.3,6,5.1,6.1,6,27,250
tt2018086,2881,6.5,6.8,6.4,6.5,6.5,6.5,329,1839
tt2018111,697,6.2,6.5,6.1,6,6.3,5.5,142,314
tt2018136,345,3.8,3.4,3.7,4.1,3.7,4.2,93,150
tt2020110,796,5.6,6.2,5.5,5.5,5.6,5.7,108,440
tt2022444,126,6.2,6.6,5,,6.2,5.5,3,49
tt2022521,251,4.8,5.3,4.4,3,4.8,4.2,10,118
tt2022522,1187,8.2,8.5,8,3.9,8.2,7.7,59,449
tt2023367,584,6.1,6.2,6.2,6,6.1,6.5,29,445
tt2023453,20111,6.3,6.4,6.1,6.1,6.2,6.6,3241,7527
tt2023454,212,6.2,6.3,6.3,5.8,6.1,6.5,18,147
tt2023473,496,6,6,6,6.1,6.1,6,11,349
tt2023528,216,6.5,7.3,6.6,5.3,6.2,7.3,7,146
tt2023587,162137,6.2,6.2,6.2,6.3,6.2,6.3,22696,71749
tt2023645,166,5.3,4.6,5.7,6,5.4,4.8,18,87
tt2023659,151,5.2,5.7,4.9,5.3,5.1,5.4,44,70
tt2023690,25281,6.5,6.6,6.5,6.5,6.5,6.5,2473,15878
tt2023714,624,6,6.8,6,5.2,6.1,5.9,243,220
tt2023765,442,5.7,6.1,5.8,5.6,5.9,5.3,121,221
tt2024432,118039,5.7,5.8,5.6,5.7,5.6,6.1,23394,47818
tt2024469,238611,7,7.1,6.8,6.8,6.9,7,25872,112329
tt2024506,4239,5.7,5.9,5.5,5.7,5.5,5.8,992,1878
tt2024519,37120,7.8,7.8,7.7,7.6,7.7,8,2315,22200
tt2024521,2463,6.5,6.2,6.6,6.4,6.2,8.8,234,1339
tt2024542,433,5.5,6.2,5.4,5.7,4.8,8.8,260,126
tt2024544,591906,8.1,8.2,8,7.8,8.1,8.1,61274,255236
tt2024555,281,4.8,5,4.5,4.9,4.4,5.6,4,190
tt2025506,2265,6.8,7.1,6.8,6.4,6.8,6.9,170,1321
tt2025511,287,4.2,3.7,4.4,4.4,4,4.9,47,153
tt2025526,10427,7.2,7.3,7.1,7.2,7.2,7.3,1596,5730
tt2025667,8176,3.4,3.4,3.3,3.8,3.3,3.9,1724,3144
tt2025690,57349,6.7,6.8,6.6,6.9,6.7,6.9,7656,25759
tt2027064,5305,6,6.4,5.9,5.7,6,5.9,1488,2423
tt2027091,364,6.9,7.2,6.8,7.1,6.8,7.5,122,110
tt2027136,6758,5.9,6,5.8,5.8,5.9,5.9,1647,2686
tt2027138,3496,5,5.2,4.7,4.1,5,4.2,161,1724
tt2027140,14431,6.5,6.9,6.5,6,6.5,6.7,1112,8500
tt2027154,1371,4.5,4.7,4.4,4.4,4.4,4.7,112,816
tt2027178,5284,7,7.4,7,6.6,7,7.2,251,3116
tt2027202,168,6.9,8.1,7.9,5.2,7.1,6.5,78,22
tt2027215,180,3.2,4,3,3.2,3.2,3.6,45,61
tt2027231,5895,5.6,5.8,5.4,5.6,5.4,5.8,1360,2302
tt2027265,1579,6.6,6.7,6.6,6.6,6.6,6.6,42,1116
tt2028457,333,2.6,2.7,2.5,2.4,2.5,2.4,97,136
tt2028550,182,7.2,8,7.4,5.1,7,7.7,29,114
tt2032388,437,7.2,7.7,7.1,7,7.2,7.6,16,342
tt2032452,116,4.8,5,4.7,5,4.6,5.6,43,33
tt2032505,111,5.6,5.9,5,1,5.5,5.4,5,56
tt2032557,12748,6.9,7.1,6.8,6.8,6.8,7.1,1533,6732
tt2032572,9991,5.2,5.1,5.1,5.5,5.1,6.1,1444,4311
tt2033328,123,6.1,6.5,6,5.9,6,7,44,41
tt2033357,102,4.7,3.8,5,4.6,4.7,4,2,80
tt2033947,330,4.4,4.8,4.5,3.7,4.5,4.1,37,184
tt2033952,316,7.2,7.5,6.9,7.4,7.2,7.1,135,126
tt2033997,875,6.8,6.9,6.8,5.9,6.6,7.1,19,599
tt2034011,270,3.7,4,3.5,4,3.7,3.2,37,150
tt2034026,944,6.6,6.8,6.2,4.1,6.5,6.4,45,405
tt2034031,39607,6.4,6.5,6.3,6.3,6.3,6.6,4590,20096
tt2034060,269,6.5,6.5,6.6,6.3,6.4,6.7,28,193
tt2034098,251,5.3,5.8,4.6,5.6,5.2,6,96,65
tt2034139,15317,4,3.9,4,4.3,3.9,4.2,2908,6548
tt2034176,2358,4.2,3.7,3.7,3.8,3.7,4.3,151,565
tt2034618,320,7,6.9,7,7.1,7,7.2,34,192
tt2034692,186,6.7,6.8,6.3,7.2,6.6,6.8,19,105
tt2034741,112,4.9,6,4.5,4.5,4.2,5.9,56,15
tt2034761,1132,5.8,5.5,5.8,6.1,5.8,5.9,120,650
tt2034800,115603,5.9,6,5.9,6.1,5.9,6.1,11065,52454
tt2035630,6406,6.8,7,6.8,6.6,6.8,6.8,1588,2938
tt2035670,2231,5.4,5.4,5.3,5.5,5.3,5.8,190,1367
tt2036375,154,6.4,6.4,6.6,4.8,5.5,6.7,17,65
tt2036376,3295,4.8,4.9,4.7,4.8,4.6,5.3,805,1546
tt2036388,1627,7.3,7.2,7.3,7.3,7.2,7.5,183,1042
tt2036391,824,3.5,3.6,3.4,3.4,3.5,3.7,27,483
tt2036408,1090,6,6.1,6,5.9,6,6.1,16,704
tt2036416,8601,7.6,7.8,7.5,7,7.6,7.4,601,4047
tt2038245,260,5.5,5.5,5.5,5.4,5.5,5.1,12,194
tt2039331,284,4.4,3.7,4.3,4.5,4.3,5,37,171
tt2039338,36853,5.2,5.3,5.1,5.2,5.1,5.5,4367,15999
tt2039345,16511,5.9,6.3,5.8,5.5,5.9,5.8,2529,8584
tt2039369,1086,5.9,6,6,6,5.9,6.4,25,526
tt2039380,478,3,2.7,3,3.1,3,3.6,162,166
tt2039393,61221,6,6.2,6,6,6.1,5.8,8775,28562
tt2039412,787,4.2,4.8,4.3,3.8,4.2,4.3,177,341
tt2040245,514,4.7,3.6,4.4,6,4.8,4.5,108,322
tt2040257,130,5.6,6.8,6.4,4.6,5.1,6.7,66,16
tt2040295,624,3.6,3.9,3.5,3.6,3.6,3.2,157,301
tt2040306,341,7.2,7.7,7.3,3.1,7.2,6.2,12,154
tt2040367,1212,5.1,5.1,5,5.4,5,5.2,160,701
tt2040370,302,5.3,4,4.2,3.7,3.7,4.7,59,63
tt2040426,408,7.8,8,8.1,1.6,6.6,8.1,104,137
tt2040454,103,6.3,6.9,6.5,5.2,5.9,7,29,33
tt2040504,634,4.9,5.1,4.7,4.8,4.7,5.1,97,257
tt2040560,22574,5.7,5.7,5.7,5.9,5.7,5.7,4286,11621
tt2040578,3217,3.1,3.2,3,3.3,3,3.6,532,1569
tt2040605,963,5.7,6.2,5.3,5.3,5.2,6,93,464
tt2041321,441,5.9,6.4,5.9,4.8,5.7,6.6,40,204
tt2041331,1755,3.3,2.9,3.3,3.5,3.3,3,254,974
tt2041374,232,5.9,5.7,6,6.1,6,5.5,24,155
tt2041385,663,6.3,6.1,6.3,5.9,6.3,5.8,14,473
tt2041460,117,3.2,3.2,3.5,2.5,3.2,2.7,6,51
tt2041487,267,5.2,5.2,5.1,5.1,5,5.2,56,129
tt2041488,4351,5.1,5.3,4.8,5.2,5,5.2,758,1623
tt2041510,1094,5.5,5.8,5.8,5.1,5.1,6.7,203,55
tt2041532,192,6.6,6.4,6.7,6.4,6.5,6.6,5,121
tt2042432,567,7.1,7.1,7,7.2,7.1,7,74,385
tt2042443,267,5.7,5.6,5.6,5.6,5.4,5.8,9,161
tt2042449,301,5.6,5.9,5.2,5.9,5.3,6.1,66,102
tt2042568,126891,7.5,7.8,7.3,7,7.5,7.2,21166,61383
tt2042583,4153,7.7,7.8,7.6,7.5,7.6,7.8,250,2608
tt2042633,758,7.3,7.7,7.3,3.5,7.3,6.7,38,361
tt2042692,214,4.2,3.3,4.2,4.3,3.9,4.7,31,87
tt2043801,625,4,3.8,3.8,4.1,3.7,4.3,213,191
tt2043822,237,6.3,6.6,6.1,6.6,6.6,5,59,118
tt2043865,1576,5.7,6,5.4,5.5,5.4,6.1,89,622
tt2043878,203,6.6,6.7,6.6,5.8,6.6,6.6,18,127
tt2043879,671,7.3,7.6,7.5,6.9,7.2,7.6,115,381
tt2043880,648,6.7,7.4,6.3,6.5,6.7,6.3,52,336
tt2043882,300,3.1,3.2,2.9,3.3,3.1,3.1,94,118
tt2043887,663,5,4.6,5.5,4.4,4.8,6.1,314,225
tt2043923,397,6.5,6.4,6.6,6.2,6.5,6.8,33,230
tt2043932,8198,6,6,6,5.6,6,5.7,167,5429
tt2043933,13263,6,6.3,5.9,5.8,6,5.7,2467,7041
tt2043962,685,6.5,6.4,6.4,6.7,6.5,6.6,38,488
tt2043971,966,4.3,4.2,4.4,4.4,4.3,4.7,87,558
tt2043979,2901,7.6,7.6,7.7,7.3,7.6,7.7,106,1924
tt2043993,736,6.8,6.8,6.5,6.7,6.3,6.9,180,217
tt2044009,108,7,7.2,7.2,6.5,7,7.4,4,77
tt2044077,504,5.4,5.8,5.2,5.1,5.3,5.9,77,307
tt2044729,4732,4.8,5.1,4.8,4.4,4.8,4.8,1055,2379
tt2044739,129,6.3,6.9,6.4,5.8,6.2,6.2,2,99
tt2044774,1428,8.5,8.6,8.5,5.2,8.5,8.1,73,589
tt2044801,5445,4.4,4.7,4.2,4.5,4.4,4.6,897,2706
tt2044863,566,8,8.6,7.3,3.2,6.6,8.6,161,180
tt2044888,187,3,2.7,3,3.1,2.8,4.6,15,121
tt2046090,3278,4.9,4.5,4.8,5.3,4.9,5.4,200,2035
tt2046110,270,6.7,6.9,6.8,6.5,6.8,6.6,32,158
tt2047732,162,5.7,5.7,5.8,5.3,5.8,5.5,18,100
tt2047769,146,3.5,3.5,3.4,3.8,3.5,4.4,18,95
tt2047787,182,7.3,3.8,5.7,5.1,4.8,6,9,40
tt2047788,181,6.9,7.1,6.4,7.1,6.8,6.5,12,74
tt2047802,331,5,5,4.7,5.4,5.1,4.6,64,193
tt2047890,359,6.8,6.6,6.5,7.2,6.5,7.4,151,80
tt2047910,962,5.6,6,5.4,5.4,5.3,5.8,301,286
tt2048688,341,5.8,4.7,5.7,6.8,5.5,6.3,230,42
tt2048726,2235,7.8,7.9,7.1,2.8,7.7,6.8,253,642
tt2048770,6065,6.1,6.3,6,6.2,6.1,6.2,1148,3082
tt2048804,741,6.3,6.5,6.2,6.3,6.2,6.6,84,422
tt2048819,156,2.8,3.2,2.9,2.6,2.8,1.8,45,70
tt2048824,1795,5.2,4.7,5,5.9,4.8,6,613,348
tt2048846,255,5.3,5.3,5.5,4.8,5.4,4.9,3,204
tt2048854,150,3.1,2.8,2.9,3.4,2.8,3.8,54,47
tt2048865,807,3.8,4.2,3.7,3.8,3.8,4.3,121,354
tt2049448,224,6.1,6.3,6.4,5.9,6.2,5.9,81,62
tt2049504,390,7.1,7.2,7.1,2.1,7.1,5.8,27,162
tt2049511,1507,3.5,3.5,3.3,3.6,3.3,3.8,429,568
tt2049518,152,5.4,5.5,5.4,4.9,5.3,5.5,89,19
tt2049543,9795,5.5,5.8,5.5,5.2,5.5,5.1,1398,4976
tt2049554,101,4,5.7,3.7,4.1,3.9,5.9,39,34
tt2049559,359,5.2,4.8,5,5.3,5.2,4.6,134,115
tt2049596,352,7,7.3,6.2,2.6,7.1,6.2,33,144
tt2049630,1765,5.1,5.4,4.8,4.7,5,5.9,682,702
tt2049631,104,5.2,5.5,4.8,5.7,5.2,5.6,44,32
tt2049633,139,4.4,4.4,3.8,4.9,4.2,4.9,59,38
tt2050452,302,6.6,6.4,6.6,6.8,6.4,6.8,6,146
tt2050492,251,5.5,6.1,5.5,5.3,5.6,4.7,15,192
tt2050561,364,6.5,5.9,6.7,6.5,6.5,6.6,12,273
tt2050604,187,6.2,6.6,6,6.7,6.2,5.8,13,140
tt2050633,4068,4.6,4.7,4.6,4.7,4.6,4.7,851,2101
tt2050664,154,5.5,5.3,5.6,6.1,5.5,6.1,32,61
tt2051818,286,5.1,5,5.1,5.1,5.1,5,43,166
tt2051831,376,5.4,6.2,5.2,5.3,5.2,5.6,183,70
tt2051850,606,4.9,5,4.7,5,4.8,5.3,147,226
tt2051872,240,3.8,5.2,3.5,3.9,3.8,4.5,70,101
tt2051879,64012,6.4,6.6,6.4,6.3,6.4,6.4,10349,34016
tt2051886,125,2.8,3.5,2.4,2.4,2.6,3.1,40,35
tt2051894,2776,5.9,6.3,5.6,6,5.8,6.4,656,1056
tt2051941,3134,7.1,7.2,7.1,7,7.2,6.8,148,1942
tt2053339,254,6.7,6.9,6.8,6.5,6.7,6.5,19,144
tt2053378,1225,4.3,4.6,4.2,4.5,4.3,4.3,14,916
tt2053397,251,6.5,6.7,6.5,5.2,6.5,6.4,25,138
tt2053423,1226,4.6,4.4,4.5,4.7,4.7,4.2,242,636
tt2053425,59922,7.5,7.6,7.5,7.4,7.5,7.6,5040,36138
tt2053463,171419,7.1,7.2,7,6.9,7.1,7,24503,88617
tt2054790,7161,6.1,6.1,6.1,6.2,6.1,6.4,612,4392
tt2054808,1100,7.3,7.7,7,5.9,6.9,8.1,20,587
tt2054817,309,6,5.8,6.2,5.9,6.1,6.3,44,187
tt2055572,181,5.9,5.1,6.5,7.6,5.9,6.8,108,26
tt2055590,191,6.4,6.9,6.1,6.2,6.1,7.1,16,138
tt2055593,140,5.9,6.5,5.8,5.8,5.8,6.2,38,59
tt2055611,224,6.5,6.8,6.2,6.6,6.5,6.5,2,137
tt2055666,397,6.8,6.7,6.9,6.4,6.7,6.9,10,279
tt2055709,4769,5.6,5.7,5.4,5.6,5.5,5.8,731,2508
tt2055730,127,2.5,2.3,1.5,3.7,2.2,2.9,9,85
tt2055765,11350,5.8,5.8,5.7,5.9,5.7,5.8,1371,6154
tt2055790,413,4.1,3.7,4.2,4.3,4.1,4.7,7,285
tt2055800,740,5.6,5.7,5.5,5.5,5.5,6.2,24,496
tt2056501,787,6.6,6.6,6.5,6.9,6.6,6.7,30,535
tt2056520,511,6.1,6.3,6.1,6.1,6.2,5.8,145,253
tt2056535,123,4.3,3.5,3.4,4.4,3.2,5.7,42,9
tt2056663,126,3.8,4.4,3.6,4.2,3.9,3.9,71,26
tt2056690,144,3.2,3.7,3.5,3.1,3.2,4.2,22,76
tt2056692,858,7.1,5.9,7.3,3.7,6.6,7.7,415,199
tt2056740,582,6.1,6.6,6,6.2,6.1,6.1,156,221
tt2056757,171,3.8,4.8,3.3,4,3.6,5.3,40,65
tt2056771,24296,6.4,6.6,6.3,6.1,6.4,6.4,2483,13024
tt2056778,170,5.6,4.8,5.6,6,5.6,5.5,8,125
tt2057392,73936,7.3,7.4,7.2,7.3,7.3,7.4,8079,36420
tt2057421,122,6.1,6.5,5.7,3.9,5.8,6.3,4,71
tt2057441,3711,6.9,7,6.8,5.9,6.9,6.8,251,1834
tt2057445,265,6.3,6.8,5.8,5.3,5.7,7,26,114
tt2057920,765,4.8,3.4,5.9,3.7,4.9,4.7,203,422
tt2057931,1237,7.3,7.3,7.3,7.2,7.3,7.4,31,837
tt2058024,196,6.4,7.2,6.4,5.8,6.5,6.6,9,95
tt2058107,35225,7.1,7.2,7,7.2,7,7.2,3839,18826
tt2058597,232,6.6,6.2,6.4,6.6,6.4,6.4,15,132
tt2058617,708,6.2,6.8,6.1,6.2,6.2,6.3,7,475
tt2058673,54930,5.3,5.6,5.2,5.1,5.3,5.7,6314,23790
tt2058676,334,4.3,7.5,7,3.8,4.1,5.7,23,310
tt2058710,855,3.8,4.5,3.4,4,3.5,5,239,325
tt2059171,30278,6.3,6.4,6.2,6.3,6.3,6.4,4542,15105
tt2059193,470,4.2,4.3,4.1,4.3,4.1,4.9,115,228
tt2059211,109,4.6,5.3,4.5,4.6,4.4,5.3,2,83
tt2059244,572,6.1,6.3,6.1,6.2,6,6.5,11,392
tt2059255,21758,7.4,7.6,7.4,7.2,7.4,7.5,2231,12926
tt2059318,247,6.2,6.1,5.6,4.5,5.3,4.4,67,78
tt2060509,103,6.8,7,7,5.1,6.6,7.5,11,68
tt2060525,2264,5.5,5.9,5.6,5,5.5,5.9,587,1088
tt2061650,157,5,5,5.2,6,5.1,4.4,8,79
tt2061702,11027,7.9,8,7.7,7.3,7.7,8.3,748,4553
tt2061712,9058,6.2,6.1,6.2,5.8,6,7.1,2301,3232
tt2061756,2206,6.8,6.9,6.7,6.8,6.7,7.1,439,1015
tt2061822,2215,4.1,4.1,4,4.3,4.1,4.1,471,1040
tt2061869,1776,4.7,4.7,4.8,4.5,4.7,4.5,357,901
tt2062495,126,6.9,6.9,7,6.7,7.1,6.6,6,79
tt2062497,226,6.8,6.7,6.3,7.2,6.6,7,134,29
tt2062507,285,4.8,4.9,4.6,5.1,5,4.6,13,200
tt2062559,825,5.6,5.9,5.6,5.7,5.6,6.2,29,520
tt2062575,847,6.8,6.7,6.8,6.7,6.8,7,90,418
tt2062580,378,6.4,6.5,6.2,6.4,6.2,6.6,41,185
tt2062596,496,5.3,5.3,5.4,5.5,5.4,5.1,48,302
tt2062603,222,5.2,5.3,5.3,5.3,5,6,4,154
tt2062622,1508,4.6,5,4.4,4.7,4.5,5.1,91,746
tt2062633,101,5.5,6,5.5,3,5.5,5.4,2,45
tt2062661,3522,3.6,3.8,3.5,3.7,3.6,3.8,1051,1584
tt2062698,124,6.6,7.1,6.4,6.2,6.6,6.2,40,51
tt2062700,16308,5.7,6.1,5.5,4.9,5.7,5.4,1952,7865
tt2062714,753,6.8,6.6,6.8,6.9,6.7,7,21,548
tt2062966,510,5,4.6,4.9,5.1,4.9,4.9,159,212
tt2062969,5935,7.1,7.3,7,6.9,7,7.2,657,3834
tt2062990,707,5.6,5.7,5.7,5.5,5.6,5.9,20,449
tt2063008,1624,5.6,5.8,5.5,5.4,5.6,5.6,517,697
tt2063011,2436,5.9,6.2,6,5.7,5.9,6,258,1503
tt2063013,1724,5.6,5.8,5.5,5.7,5.5,5.9,318,925
tt2063014,143,5.3,6.5,4.7,4.4,5,6.1,35,46
tt2063575,110,6.4,5.3,7.4,5.5,6.4,8,6,81
tt2063618,292,5.4,5,5.3,6.5,5.5,4.9,16,142
tt2063666,5582,6.2,6.1,6.2,6.2,6,6.4,1198,2791
tt2063745,1761,7.4,7.5,7.4,6.5,7.4,7.2,54,732
tt2063781,15825,6.8,7,6.7,6.6,6.8,6.7,3185,8374
tt2063782,1669,6.3,6.6,6.1,5.9,6.3,6.2,164,838
tt2063796,108,6.9,8.6,6.4,1.4,6.3,9.3,1,41
tt2063804,415,2.7,2.5,2.5,2.9,2.6,2.9,133,163
tt2063842,503,6.8,7.3,6.7,6.2,6.6,7.4,50,295
tt2063876,261,6,6.1,6.1,6.2,5.9,6.3,9,172
tt2064704,179,6.5,7,6.4,6.7,6.6,6.4,24,97
tt2064728,588,6.4,6.3,6.5,6.2,6.5,5.4,19,431
tt2064816,1699,4.6,4.7,4.3,5.4,4.6,4.6,120,785
tt2064849,3600,5.7,5.8,5.5,5.7,5.6,6.2,184,1755
tt2064864,706,6.8,7.3,6.4,7.4,6.5,7.4,17,416
tt2064905,745,3.5,3.9,3.5,3.4,3.5,3.2,140,394
tt2064968,10765,5.4,5.5,5.3,5.3,5.4,5.3,1523,5455
tt2064980,392,5.4,5.8,5.5,5.4,5.1,6.6,233,112
tt2064984,142,3.8,5.1,3.5,4,3.7,4.3,18,83
tt2065015,694,5.9,5.2,6,6.6,6,6.3,22,367
tt2065877,599,6.8,7.1,6.5,6.9,6.6,7.6,230,161
tt2065898,294,6.1,5,4.6,6.9,5.3,6.8,122,49
tt2065924,1580,7.9,8,7.8,4.6,7.8,7.8,59,803
tt2065945,807,3.1,3,3.1,3.1,3.1,2.9,172,382
tt2066040,785,6.9,7.2,6.8,6.4,6.9,6.9,96,471
tt2066048,588,4,3.8,4,4.1,3.8,4.4,64,283
tt2066051,78744,7.4,7.5,7.2,7.4,7.3,7.7,11127,29697
tt2066062,238,2.4,2.6,1.9,2.7,2.5,1.4,21,107
tt2066070,176,3.4,5.3,3.1,3.3,3.4,3.1,39,82
tt2066133,144,5.6,6.9,5.3,5,5.3,5.9,25,63
tt2066141,403,3.2,2.8,3.5,4,3.4,4,5,171
tt2066176,5557,7.5,7.7,7.4,7.4,7.2,7.9,1052,2502
tt2066946,133,6,5.4,5.8,6.1,5.8,6.2,6,100
tt2066986,192,6.2,5.9,6.4,6.1,6.2,6.4,4,140
tt2069100,8008,7.8,8.6,7.5,6.5,7.4,9,279,2438
tt2069708,604,6.6,7,6.4,6.2,6.2,7.2,213,188
tt2069715,4167,6.2,6.5,5.9,5.3,6,6.5,59,1810
tt2069719,249,5.6,6.2,5.4,3.7,4.2,6.1,33,118
tt2069723,102,3.2,4.5,3.3,2.4,3.3,3,7,62
tt2069756,236,3.4,3.7,2.8,3.7,3.3,3.5,93,67
tt2069797,5122,5.7,5.7,5.6,5.7,5.6,5.9,1233,1734
tt2069798,313,4.4,4.2,4.4,4.5,4.4,4.3,104,99
tt2069840,918,7.2,6.2,7.9,6.7,6.5,8.2,872,31
tt2069882,158,1.6,3,1.4,2.4,1.5,2.6,4,102
tt2069887,407,4.4,5.2,4.4,4.2,4.2,5.2,135,151
tt2069935,2767,3.8,3.9,3.7,3.8,3.8,3.7,41,1617
tt2069948,176,5,5.6,4.5,5.4,4.8,5.8,46,79
tt2069955,1642,4.2,4.4,4.1,4.2,4.2,4.2,223,951
tt2069984,165,7.2,8.3,8,3.9,7,8.7,3,111
tt2069985,388,7.2,7,7.2,7.2,7.1,7.6,11,276
tt2070597,1544,6.2,6.3,6.2,6.2,6.2,6.3,411,621
tt2070604,910,5,5.2,4.9,5.1,4.9,5.2,157,476
tt2070649,8856,8.1,8.2,7.9,7.8,7.9,8.3,900,4134
tt2070701,113,5.3,5.3,5.3,5.3,5.3,5.5,5,73
tt2070759,125,3.2,2.6,3,3.3,2.9,3.5,36,60
tt2070776,10920,6.9,7.1,6.8,6.8,6.8,7,1030,6488
tt2070803,125,5.9,6.3,6.1,5.3,6,5.4,6,92
tt2070831,418,1.3,1.4,1.4,1.3,1.3,1.9,127,115
tt2070852,402,4.4,4.5,4.2,4.7,4.4,4.5,185,101
tt2070855,218,7.5,9.5,8.3,2.2,7.3,5.6,31,63
tt2070862,11087,5,5.2,4.5,4.9,4.1,5.9,3281,2494
tt2070874,368,5.9,6.2,5.8,6,5.8,6.2,148,77
tt2070883,109,5.5,7.7,5.3,4.9,5.3,5.3,60,12
tt2070897,337,4.4,5.6,4.1,4.4,4.3,5,130,107
tt2071405,105,5.4,5.5,5.2,4.7,5.3,7.3,3,67
tt2071418,190,3.3,3.9,2.9,5,3.4,3,9,82
tt2071441,1713,5.9,6,5.8,5.9,5.7,6.3,304,876
tt2071445,322,3,2.9,3,2.9,3,2.7,76,145
tt2071458,239,6.4,6.8,6.3,6.3,6.4,6.2,7,165
tt2071465,121,6,5.7,5.7,6.4,6,5.6,9,87
tt2071466,613,6.8,7,6.7,6.7,6.8,6.9,22,408
tt2071471,231,4.6,6,5.2,4.1,4.8,4.7,3,164
tt2071491,3765,1.5,1.5,1.4,1.8,1.5,1.7,433,1638
tt2071500,247,5.3,4.5,5.4,5.4,5.3,4.7,4,170
tt2071550,26195,6.2,6.4,6.2,6.2,6.2,6.3,3240,14431
tt2071567,150,3.9,3.7,3.8,4.2,3.7,4.8,29,66
tt2071582,406,5.3,5.4,5.4,5.2,5.2,5.7,22,277
tt2071601,248,6.5,6.9,6.3,7.8,6.7,6,10,138
tt2071613,8902,7.1,7.4,6.4,5,7.1,6.1,386,2704
tt2071628,1048,5.2,7.3,5.4,4.2,4.9,6,166,821
tt2071648,1002,4.2,4.3,3.8,4.8,4,4.9,243,401
tt2072029,1016,4.1,3.9,3.9,4.2,3.9,4.4,357,380
tt2072066,309,3.1,4.2,2.7,3.3,3,3.7,90,113
tt2072134,652,4.6,4.4,4.5,4.6,4.4,4.9,205,282
tt2072145,1040,6.2,6.6,6.1,5.3,6.1,6.5,16,790
tt2072164,321,4.6,4.5,4.8,4.5,4.6,4.4,35,173
tt2072167,2819,7.6,7.9,7.3,3.9,7.6,6.1,98,1191
tt2072220,2455,6.4,6.6,6.3,6.4,6.4,6.6,306,1351
tt2072227,9147,7.2,7.3,7.2,5.8,7.3,6.3,455,4584
tt2072230,11258,5.1,4.8,5.2,5.3,5.1,5,1095,5180
tt2072233,26774,5.6,5.7,5.5,5.6,5.6,5.6,3121,11918
tt2072241,798,6.1,6,6.1,6.3,6,6.5,21,565
tt2072268,447,4.7,5.2,4.8,4.6,4.8,4.2,75,263
tt2072933,3748,5.6,5.5,5.6,5.6,5.6,5.7,772,1992
tt2072939,139,4.5,5.4,4.6,4.4,4.4,5.3,56,40
tt2072962,1230,6.8,7.1,6.8,6.5,6.8,7,116,669
tt2072979,284,4.6,5.4,4.5,4.6,3.8,6.3,118,84
tt2072993,111,6.5,6.1,6.4,6.8,6.5,6.5,7,72
tt2073016,3200,7.3,7.3,7.2,7.5,7.3,7.5,423,1752
tt2073058,268,6.2,6,6.4,6.1,6.3,5.8,25,172
tt2073059,220,4.8,5.6,4.1,2.7,4.4,5.7,27,83
tt2073070,3713,7.2,7.3,7.1,5.8,7.1,7,238,1998
tt2073086,3764,7.4,7.3,7.2,7.5,7.3,7.6,1086,1553
tt2073091,189,3.8,4.6,3.3,3.6,3.5,4.6,23,89
tt2073093,143,5.1,5.6,4.9,4.6,5,5.5,3,100
tt2073121,1372,5.7,5.8,5.7,5.7,5.7,5.8,289,630
tt2073131,189,4.1,4.7,3.5,4.4,3.9,5.5,78,56
